"date","client_id","symbol","qty","avg_price","margin_used"
2026-06-30,"C0020","BONO2030",160.41,89.0779,4750.1772
2026-06-30,"C0020","ORO",89.27,3052.3091,59415.8179
2026-06-30,"C0021","DOLAR",19.75,1.1411,8.2113
2026-06-30,"C0022","ORO",74.73,3052.3091,41121.4413
2026-06-30,"C0022","SP500",55.98,312.1051,3776.6189
2026-06-30,"C0022","META",145.84,436.2792,22120.8498
2026-06-30,"C0022","DOLAR",72.93,1.1411,10.4868
2026-06-30,"C0022","TSLA",81.02,395.0107,10418.1793
2026-06-30,"C0022","NVDA",99.66,412.5954,8664.3882
2026-06-30,"C0022","MSFT",54.31,123.5921,1064.1293
2026-06-30,"C0022","AMZN",60.86,111.8877,688.1577
2026-06-30,"C0022","EURO",99.54,1.3031,34.6326
2026-06-30,"C0022","GOOG",95.76,116.2111,2151.9124
2026-06-30,"C0022","BONO2027",88.08,94.434,3270.7338
2026-06-30,"C0022","BONO2030",156.76,89.0779,5048.1545
2026-06-30,"C0022","AAPL",101.2,164.8615,2769.5311
2026-06-30,"C0023","LETRA",142.81,103.2682,4726.7541
2026-06-30,"C0024","META",138.72,436.2792,12603.4073
2026-06-30,"C0024","BONO2030",89.94,89.0779,2010.2934
2026-06-30,"C0024","LETRA",121,103.2682,2355.8049
2026-06-30,"C0024","GOOG",134.56,116.2111,2079.0955
2026-06-30,"C0024","MSFT",127.65,123.5921,2524.2645
2026-06-30,"C0025","LETRA",200.1,103.2682,2949.8222
2026-06-30,"C0025","BONO2027",113.88,94.434,4268.6928
2026-06-30,"C0026","NVDA",35.23,412.5954,3873.4704
2026-06-30,"C0026","LETRA",208.52,103.2682,8588.9878
2026-06-30,"C0026","BONO2030",62.72,89.0779,2142.1822
2026-06-30,"C0026","GOOG",117.03,116.2111,4389.1615
2026-06-30,"C0026","DOLAR",186.02,1.1411,47.4748
2026-06-30,"C0027","SP500",89.96,312.1051,10975.9501
2026-06-30,"C0027","DOLAR",94.07,1.1411,41.7968
2026-06-30,"C0027","META",194.02,436.2792,22602.6503
2026-06-30,"C0027","AAPL",94.27,164.8615,1975.5796
2026-06-30,"C0027","AMZN",106.15,111.8877,3074.0936
2026-06-30,"C0027","NVDA",154.2,412.5954,23747.056
2026-06-30,"C0028","NVDA",150.32,412.5954,20150.5044
2026-06-30,"C0028","DOLAR",45.93,1.1411,14.4818
2026-06-30,"C0028","LETRA",-1.27,103.2682,0
2026-06-30,"C0028","MSFT",59.18,123.5921,889.9805
2026-06-30,"C0028","BONO2027",88.06,94.434,2453.089
2026-06-30,"C0028","META",45.02,436.2792,6725.4301
2026-06-30,"C0028","ORO",69.83,3052.3091,36206.1821
2026-06-30,"C0028","EURO",125.81,1.3031,43.1359
2026-06-30,"C0028","BONO2030",40.07,89.0779,1259.5523
2026-06-30,"C0028","TSLA",114.61,395.0107,4743.3551
2026-06-30,"C0029","SP500",46.81,312.1051,4762.0539
2026-06-30,"C0029","MSFT",122.72,123.5921,1898.3579
2026-06-30,"C0030","EURO",136.65,1.3031,25.794
2026-06-30,"C0030","META",67.46,436.2792,10272.9521
2026-06-30,"C0030","SP500",89.66,312.1051,10653.3225
2026-06-30,"C0030","BONO2027",84.23,94.434,1809.3192
2026-06-30,"C0030","NVDA",121.71,412.5954,9080.1612
2026-06-30,"C0030","LETRA",118.01,103.2682,1901.4375
2026-06-30,"C0030","GOOG",128.9,116.2111,2442.4966
2026-06-30,"C0031","AAPL",144.34,164.8615,3725.2447
2026-06-30,"C0031","META",135.23,436.2792,9297.8848
2026-06-30,"C0031","BONO2030",118.58,89.0779,2989.3926
2026-06-30,"C0031","ORO",116.28,3052.3091,105560.7914
2026-06-30,"C0032","MSFT",77.92,123.5921,3132.8912
2026-06-30,"C0033","NVDA",116.1,412.5954,8536.9269
2026-06-30,"C0034","SP500",118.29,312.1051,8350.1917
2026-06-30,"C0034","BONO2027",24.87,94.434,654.1357
2026-06-30,"C0035","NVDA",41.35,412.5954,5325.8005
2026-06-30,"C0036","GOOG",100.4,116.2111,1256.7668
2026-06-30,"C0036","NVDA",45.72,412.5954,2638.9665
2026-06-30,"C0036","EURO",58.14,1.3031,9.9764
2026-06-30,"C0036","AMZN",93.86,111.8877,3079.5439
2026-06-30,"C0036","DOLAR",139.41,1.1411,26.6808
2026-06-30,"C0036","SP500",56.29,312.1051,5370.4678
2026-06-30,"C0036","LETRA",233.26,103.2682,5440.6897
2026-06-30,"C0036","BONO2030",96.88,89.0779,1037.6633
2026-06-30,"C0036","BONO2027",113.37,94.434,1086.0268
2026-06-30,"C0037","BONO2030",143.56,89.0779,4747.9601
2026-06-30,"C0037","ORO",58.78,3052.3091,46763.3114
2026-06-30,"C0038","SP500",18.95,312.1051,666.2776
2026-06-30,"C0038","LETRA",44.63,103.2682,1185.5915
2026-06-30,"C0039","NVDA",149.63,412.5954,14668.8174
2026-06-30,"C0040","META",89.17,436.2792,11487.2871
2026-06-30,"C0041","META",119.15,436.2792,20082.2262
2026-06-30,"C0041","DOLAR",100.72,1.1411,14.0866
2026-06-30,"C0041","BONO2030",-3.34,89.0779,0
2026-06-30,"C0041","TSLA",97.11,395.0107,15214.9869
2026-06-30,"C0041","LETRA",129,103.2682,2608.6233
2026-06-30,"C0042","GOOG",126.79,116.2111,3812.021
2026-06-30,"C0042","ORO",165.37,3052.3091,192930.7221
2026-06-30,"C0042","TSLA",121.34,395.0107,13611.1493
2026-06-30,"C0042","EURO",29.19,1.3031,5.8554
2026-06-30,"C0042","META",84.73,436.2792,6017.1573
2026-06-30,"C0042","BONO2030",90.89,89.0779,2104.1535
2026-06-30,"C0042","BONO2027",27.97,94.434,520.0341
2026-06-30,"C0042","AMZN",70.53,111.8877,1805.994
2026-06-30,"C0042","SP500",90.01,312.1051,6850.2866
2026-06-30,"C0042","LETRA",95.76,103.2682,1546.4621
2026-06-30,"C0042","AAPL",128.97,164.8615,7486.3304
2026-06-30,"C0042","DOLAR",34.52,1.1411,13.0003
2026-06-30,"C0043","AAPL",167.28,164.8615,9123.4304
2026-06-30,"C0044","BONO2030",134.57,89.0779,1943.4735
2026-06-30,"C0044","LETRA",143.52,103.2682,2063.9914
2026-06-30,"C0044","DOLAR",6.31,1.1411,1.5286
2026-06-30,"C0044","AMZN",67.25,111.8877,1730.0503
2026-06-30,"C0045","DOLAR",0.49,1.1411,0.0585
2026-06-30,"C0045","EURO",135.85,1.3031,45.1783
2026-06-30,"C0046","EURO",51.22,1.3031,10.5244
2026-06-30,"C0046","ORO",104.19,3052.3091,89596.4943
2026-06-30,"C0047","EURO",50.15,1.3031,9.7866
2026-06-30,"C0047","MSFT",200.63,123.5921,6967.0428
2026-06-30,"C0047","META",119.4,436.2792,7157.2585
2026-06-30,"C0047","ORO",82.15,3052.3091,42035.5339
2026-06-30,"C0048","MSFT",117.71,123.5921,5208.2724
2026-06-30,"C0048","GOOG",151.09,116.2111,4100.5298
2026-06-30,"C0048","ORO",1.09,3052.3091,1301.1673
2026-06-30,"C0048","NVDA",63.28,412.5954,3708.3476
2026-06-30,"C0049","BONO2027",127.91,94.434,4396.2791
2026-06-30,"C0050","LETRA",66.48,103.2682,1368.6913
2026-06-30,"C0050","SP500",59.02,312.1051,4832.9862
2026-06-30,"C0051","TSLA",63.5,395.0107,2948.2115
2026-06-30,"C0051","BONO2027",27.16,94.434,908.1753
2026-06-30,"C0051","BONO2030",67.31,89.0779,2220.5663
2026-06-30,"C0051","META",222.73,436.2792,10223.2218
2026-06-30,"C0051","AMZN",-19.9,111.8877,0
2026-06-30,"C0052","ORO",72.32,3052.3091,73745.673
2026-06-30,"C0052","GOOG",131.1,116.2111,5787.753
2026-06-30,"C0052","META",93.99,436.2792,7290.0573
2026-06-30,"C0052","TSLA",114.76,395.0107,5727.9571
2026-06-30,"C0052","SP500",115.59,312.1051,7824.6416
2026-06-30,"C0052","MSFT",154,123.5921,2608.7905
2026-06-30,"C0052","EURO",85.45,1.3031,39.8161
2026-06-30,"C0052","BONO2030",21.82,89.0779,581.4037
2026-06-30,"C0052","BONO2027",116.13,94.434,2285.503
2026-06-30,"C0052","AMZN",32.02,111.8877,730.1336
2026-06-30,"C0052","AAPL",125.16,164.8615,8052.9122
2026-06-30,"C0053","EURO",78.11,1.3031,22.4645
2026-06-30,"C0053","BONO2030",106.53,89.0779,3517.7268
2026-06-30,"C0053","MSFT",138.14,123.5921,4226.096
2026-06-30,"C0053","ORO",128.21,3052.3091,134424.2971
2026-06-30,"C0054","AMZN",104.13,111.8877,4269.9066
2026-06-30,"C0054","EURO",83.36,1.3031,24.4585
2026-06-30,"C0054","AAPL",68.92,164.8615,3610.2039
2026-06-30,"C0055","LETRA",91.38,103.2682,2248.5639
2026-06-30,"C0055","BONO2027",53.66,94.434,1024.1264
2026-06-30,"C0055","NVDA",106.98,412.5954,14254.4039
2026-06-30,"C0055","AMZN",99.29,111.8877,1792.1924
2026-06-30,"C0055","SP500",177.34,312.1051,10759.7572
2026-06-30,"C0055","MSFT",168.83,123.5921,7863.942
2026-06-30,"C0055","GOOG",154.36,116.2111,4814.0471
2026-06-30,"C0055","EURO",26.62,1.3031,3.8891
2026-06-30,"C0056","BONO2030",65.51,89.0779,697.6797
2026-06-30,"C0056","ORO",157.89,3052.3091,123689.1181
2026-06-30,"C0056","MSFT",236.22,123.5921,6698.9524
2026-06-30,"C0056","EURO",41.88,1.3031,17.8429
2026-06-30,"C0057","GOOG",114.78,116.2111,1349.4772
2026-06-30,"C0058","AMZN",119.01,111.8877,1943.4334
2026-06-30,"C0059","GOOG",110.35,116.2111,4232.22
2026-06-30,"C0060","MSFT",86.09,123.5921,2974.6429
2026-06-30,"C0060","AMZN",108.93,111.8877,3163.7248
2026-06-30,"C0060","BONO2027",116.73,94.434,3527.5156
2026-06-30,"C0060","AAPL",88.34,164.8615,3564.5351
2026-06-30,"C0060","GOOG",102.15,116.2111,4405.5442
2026-06-30,"C0060","DOLAR",136.04,1.1411,22.783
2026-06-30,"C0060","TSLA",142.83,395.0107,20582.5148
2026-06-30,"C0061","AMZN",125.28,111.8877,4946.1834
2026-06-30,"C0062","AMZN",93.52,111.8877,1103.8997
2026-06-30,"C0062","AAPL",144.05,164.8615,8627.4017
2026-06-30,"C0062","ORO",72.3,3052.3091,24699.4361
2026-06-30,"C0062","BONO2030",108.02,89.0779,2830.0744
2026-06-30,"C0062","LETRA",37.93,103.2682,1310.8453
2026-06-30,"C0062","DOLAR",100.42,1.1411,25.6791
2026-06-30,"C0063","AAPL",136.99,164.8615,4626.744
2026-06-30,"C0063","LETRA",103.07,103.2682,2106.0996
2026-06-30,"C0063","AMZN",98.17,111.8877,3625.3233
2026-06-30,"C0063","BONO2027",52.99,94.434,731.2318
2026-06-30,"C0064","SP500",161.13,312.1051,13534.2528
2026-06-30,"C0065","MSFT",152.84,123.5921,3258.38
2026-06-30,"C0066","SP500",142.04,312.1051,6966.9518
2026-06-30,"C0067","NVDA",192.28,412.5954,17277.8034
2026-06-30,"C0068","GOOG",64.48,116.2111,955.0127
2026-06-30,"C0068","AMZN",109.98,111.8877,2664.4454
2026-06-30,"C0069","LETRA",58.03,103.2682,2179.2892
2026-06-30,"C0069","BONO2027",127.48,94.434,3001.1935
2026-06-30,"C0069","ORO",30.48,3052.3091,23949.4118
2026-06-30,"C0069","BONO2030",104.51,89.0779,1188.1962
2026-06-30,"C0069","EURO",-1.28,1.3031,0
2026-06-30,"C0070","AMZN",86.38,111.8877,2782.0502
2026-06-30,"C0070","ORO",104.76,3052.3091,109755.1305
2026-06-30,"C0071","SP500",147.68,312.1051,8285.19
2026-06-30,"C0072","ORO",107.44,3052.3091,115033.7047
2026-06-30,"C0073","LETRA",139.65,103.2682,3669.8423
2026-06-30,"C0073","NVDA",100.1,412.5954,5898.5206
2026-06-30,"C0073","TSLA",102.71,395.0107,14521.2502
2026-06-30,"C0074","META",73.26,436.2792,9742.8841
2026-06-30,"C0074","AMZN",78.26,111.8877,3061.8138
2026-06-30,"C0074","AAPL",114.62,164.8615,5957.6343
2026-06-30,"C0074","BONO2030",133.66,89.0779,3654.1128
2026-06-30,"C0074","BONO2027",44.74,94.434,1153.0771
2026-06-30,"C0074","DOLAR",65.17,1.1411,13.4541
2026-06-30,"C0075","LETRA",101.28,103.2682,1670.5121
2026-06-30,"C0075","META",181.48,436.2792,10180.7703
2026-06-30,"C0075","EURO",120.83,1.3031,26.0167
2026-06-30,"C0075","DOLAR",61.06,1.1411,8.9278
2026-06-30,"C0075","TSLA",162.38,395.0107,16612.9296
2026-06-30,"C0075","SP500",108.32,312.1051,13490.6179
2026-06-30,"C0075","BONO2030",87.39,89.0779,1076.8122
2026-06-30,"C0076","BONO2027",107.37,94.434,2056.6467
2026-06-30,"C0076","AAPL",160.63,164.8615,4998.2254
2026-06-30,"C0076","BONO2030",173.16,89.0779,2122.9181
2026-06-30,"C0076","NVDA",133.03,412.5954,20083.098
2026-06-30,"C0076","DOLAR",100.51,1.1411,35.2277
2026-06-30,"C0077","GOOG",125.23,116.2111,3066.1266
2026-06-30,"C0078","TSLA",109.2,395.0107,12688.9978
2026-06-30,"C0078","LETRA",107.91,103.2682,1573.0194
2026-06-30,"C0078","AMZN",78.11,111.8877,1587.0763
2026-06-30,"C0079","BONO2027",161.72,94.434,2447.2602
2026-06-30,"C0079","NVDA",-13.67,412.5954,0
2026-06-30,"C0079","TSLA",145.88,395.0107,9873.9349
2026-06-30,"C0079","EURO",151.78,1.3031,25.7691
2026-06-30,"C0080","EURO",106.33,1.3031,15.3397
2026-06-30,"C0080","BONO2030",89.76,89.0779,2205.1234
2026-06-30,"C0080","AAPL",133.72,164.8615,5065.0845
2026-06-30,"C0080","NVDA",70.65,412.5954,3505.8794
2026-06-30,"C0080","GOOG",254.2,116.2111,9337.9019
