"date","symbol","open","high","low","close","volume"
2026-01-31,"AAPL",1565118162560940,4272824877836352,1563614967274901,4272110054837983,35556
2026-02-01,"AAPL",4272110054837983,11659658054124728,4269624964550356,11546873844429916,18833
2026-02-02,"AAPL",11546873844429916,31442625616152192,11546033545341720,31405623147300164,21689
2026-02-03,"AAPL",31405623147300164,83975713184053872,31314831924500448,83821760804773696,12619
2026-02-04,"AAPL",83821760804773696,227901522564097280,83609422791114928,227378442906394048,13946
2026-02-05,"AAPL",227378442906394048,624928812635665792,227351393250360576,623989459376856320,10480
2026-02-06,"AAPL",623989459376856320,1655903054292964864,623225300797997952,1651600104381457920,8621
2026-02-07,"AAPL",1651600104381457920,4497838609783599616,1650463912822237952,4470317097282444800,33929
2026-02-08,"AAPL",4470317097282444800,12123825264078313472,4448552948427069952,12095671031675115520,7243
2026-02-09,"AAPL",12095671031675115520,32893851983826755584,12015433327704098816,32892769099629264896,9091
2026-02-10,"AAPL",32892769099629264896,88607635267645636608,32873864928339251200,88570249426614730752,5945
2026-02-11,"AAPL",88570249426614730752,2.38415307928524e+20,88384114200882626560,2.38312283884852e+20,6535
2026-02-12,"AAPL",2.38312283884852e+20,6.58796680567291e+20,2.37992620317266e+20,6.55802248300986e+20,7873
2026-02-13,"AAPL",6.55802248300986e+20,1.80624210380129e+21,6.54223855305906e+20,1.80536237632622e+21,15523
2026-02-14,"AAPL",1.80536237632622e+21,5.02726944995125e+21,1.79852810169129e+21,4.99068226533287e+21,12186
2026-02-15,"AAPL",4.99068226533287e+21,1.32602215541208e+22,4.97820366171236e+21,1.32308165711164e+22,23403
2026-02-16,"AAPL",1.32308165711164e+22,3.65029541568745e+22,1.31647378363179e+22,3.64448383218773e+22,7161
2026-02-17,"AAPL",3.64448383218773e+22,9.90085293517262e+22,3.63168243255123e+22,9.88611136078716e+22,2784
2026-02-18,"AAPL",9.88611136078716e+22,2.68778912464769e+23,9.87275726401983e+22,2.68185519017787e+23,8651
2026-02-19,"AAPL",2.68185519017787e+23,7.30264269821082e+23,2.6703167777491e+23,7.30086244127363e+23,7709
2026-02-20,"AAPL",7.30086244127363e+23,1.96713645499354e+24,7.27884353371301e+23,1.96657153583746e+24,6597
2026-02-21,"AAPL",1.96657153583746e+24,5.3726101324698e+24,1.96017700929703e+24,5.35166302800945e+24,18041
2026-02-22,"AAPL",5.35166302800945e+24,1.4351665430631e+25,5.34362137807061e+24,1.42842641172173e+25,4283
2026-02-23,"AAPL",1.42842641172173e+25,3.85653170738835e+25,1.42400674103461e+25,3.85124465451719e+25,10407
2026-02-24,"AAPL",3.85124465451719e+25,1.07299417133487e+26,3.83277459851641e+25,1.06599391493858e+26,4680
2026-02-25,"AAPL",1.06599391493858e+26,2.90476110370052e+26,1.06249081344066e+26,2.89511302077787e+26,30052
2026-02-26,"AAPL",2.89511302077787e+26,7.88299332540707e+26,2.8828031459142e+26,7.84732504684735e+26,10867
2026-02-27,"AAPL",7.84732504684735e+26,2.13946295534778e+27,7.83927073770694e+26,2.13944121787558e+27,6309
2026-02-28,"AAPL",2.13944121787558e+27,5.82048627605073e+27,2.13291844063936e+27,5.81176167906997e+27,5959
2026-03-01,"AAPL",5.81176167906997e+27,1.57763267199803e+28,5.79794118083431e+27,1.57651357619366e+28,9606
2026-03-02,"AAPL",1.57651357619366e+28,4.30242820384245e+28,1.57279121545157e+28,4.28297182479153e+28,13506
2026-03-03,"AAPL",4.28297182479153e+28,1.18274174098164e+29,4.26062152352417e+28,1.17925900639165e+29,11923
2026-03-04,"AAPL",1.17925900639165e+29,3.23556540332086e+29,1.17898053903136e+29,3.23150255947406e+29,8243
2026-03-05,"AAPL",3.23150255947406e+29,8.77495793135745e+29,3.23126905450655e+29,8.77409278649164e+29,13287
2026-03-06,"AAPL",8.77409278649164e+29,2.41502573983882e+30,8.77236200912834e+29,2.41342407580766e+30,16286
2026-03-07,"AAPL",2.41342407580766e+30,6.61527984163597e+30,2.41302953563421e+30,6.58061955751667e+30,28993
2026-03-08,"AAPL",6.58061955751667e+30,1.79942213385656e+31,6.58002742889725e+30,1.78766000270454e+31,2780
2026-03-09,"AAPL",1.78766000270454e+31,4.83075636238626e+31,1.77929989870675e+31,4.82785219543761e+31,7929
2026-03-10,"AAPL",4.82785219543761e+31,1.32364339328888e+32,4.80208453847267e+31,1.32201425170903e+32,14387
2026-03-11,"AAPL",1.32201425170903e+32,3.64529110485006e+32,1.31601718845449e+32,3.61574060735022e+32,3027
2026-03-12,"AAPL",3.61574060735022e+32,9.91369732172367e+32,3.59872717679294e+32,9.91236660880483e+32,4785
2026-03-13,"AAPL",9.91236660880483e+32,2.66688687879909e+33,9.90692267393592e+32,2.65777080281772e+33,9529
2026-03-14,"AAPL",2.65777080281772e+33,7.29301549604999e+33,2.64999275477653e+33,7.26359840398683e+33,10235
2026-03-15,"AAPL",7.26359840398683e+33,1.952835804299e+34,7.25233447852883e+33,1.94452317117995e+34,4220
2026-03-16,"AAPL",1.94452317117995e+34,5.25942360224881e+34,1.94091714962059e+34,5.23914154147856e+34,8585
2026-03-17,"AAPL",5.23914154147856e+34,1.43538885897141e+35,5.22015683528059e+34,1.42647291864873e+35,4027
2026-03-18,"AAPL",1.42647291864873e+35,3.87681721851268e+35,1.42619096008576e+35,3.85964202820683e+35,2386
2026-03-19,"AAPL",3.85964202820683e+35,1.05267555988565e+36,3.85834931257751e+35,1.05158629508651e+36,6070
2026-03-20,"AAPL",1.05158629508651e+36,2.84875450913955e+36,1.04972480062605e+36,2.83602746513625e+36,5757
2026-03-21,"AAPL",2.83602746513625e+36,7.53073284623663e+36,2.83216203689234e+36,7.4960181779243e+36,7332
2026-03-22,"AAPL",7.4960181779243e+36,2.05556793053122e+37,7.48759362293465e+36,2.04829526414476e+37,3869
2026-03-23,"AAPL",2.04829526414476e+37,5.64396085672669e+37,2.04330068426212e+37,5.6266916514969e+37,7550
2026-03-24,"AAPL",5.6266916514969e+37,1.5607082113459e+38,5.61081455105439e+37,1.56028429365196e+38,4414
2026-03-25,"AAPL",1.56028429365196e+38,4.34070244461916e+38,1.55555321368977e+38,4.33767039348396e+38,14984
2026-03-26,"AAPL",4.33767039348396e+38,1.18427076972952e+39,4.31136117614668e+38,1.18065532297368e+39,12166
2026-03-27,"AAPL",1.18065532297368e+39,3.18238576357418e+39,1.17749406078646e+39,3.16916462197723e+39,12549
2026-03-28,"AAPL",3.16916462197723e+39,8.63141568651463e+39,3.16035584530537e+39,8.61333880758613e+39,9693
2026-03-29,"AAPL",8.61333880758613e+39,2.36373534472218e+40,8.59147617700463e+39,2.35663954939115e+40,2877
2026-03-30,"AAPL",2.35663954939115e+40,6.37683125812816e+40,2.35257202013038e+40,6.35869285924062e+40,2222
2026-03-31,"AAPL",6.35869285924062e+40,1.74116156227436e+41,6.33159816053885e+40,1.74049728949715e+41,6102
2026-04-01,"AAPL",1.74049728949715e+41,4.68620645900689e+41,1.73994397757568e+41,4.68425426986046e+41,11655
2026-04-02,"AAPL",4.68425426986046e+41,1.26810057592436e+42,4.67164057165606e+41,1.26506508800714e+42,7757
2026-04-03,"AAPL",1.26506508800714e+42,3.49823428801502e+42,1.26439910923166e+42,3.48357463454584e+42,3323
2026-04-04,"AAPL",3.48357463454584e+42,9.62817096220918e+42,3.48215590814972e+42,9.61751258322081e+42,4871
2026-04-05,"AAPL",9.61751258322081e+42,2.64620117553371e+43,9.57593690908666e+42,2.64308116817947e+43,15374
2026-04-06,"AAPL",2.64308116817947e+43,7.13920412318711e+43,2.6378741912512e+43,7.08737037459178e+43,9222
2026-04-07,"AAPL",7.08737037459178e+43,1.94804079845012e+44,7.06068819362188e+43,1.9454858319961e+44,22438
2026-04-08,"AAPL",1.9454858319961e+44,5.25819393820455e+44,1.94190732022862e+44,5.24147692445929e+44,8046
2026-04-09,"AAPL",5.24147692445929e+44,1.43901238599971e+45,5.23642989914692e+44,1.43437866066496e+45,9800
2026-04-10,"AAPL",1.43437866066496e+45,3.8760949019656e+45,1.43191312940261e+45,3.86654638127684e+45,19163
2026-04-11,"AAPL",3.86654638127684e+45,1.0469889515201e+46,3.85341796962447e+45,1.04569277958318e+46,8853
2026-04-12,"AAPL",1.04569277958318e+46,2.85082799017103e+46,1.04324783145352e+46,2.84783835144925e+46,7456
2026-04-13,"AAPL",2.84783835144925e+46,7.74845231923425e+46,2.84340469292343e+46,7.73322770859241e+46,6319
2026-04-14,"AAPL",7.73322770859241e+46,2.08835477873259e+47,7.70785695366821e+46,2.08282596241656e+47,7872
2026-04-15,"AAPL",2.08282596241656e+47,5.66706277745884e+47,2.08001280736802e+47,5.65515206295685e+47,11709
2026-04-16,"AAPL",5.65515206295685e+47,1.55450841079169e+48,5.65479121010317e+47,1.54498084599822e+48,5753
2026-04-17,"AAPL",1.54498084599822e+48,4.24560966241194e+48,1.54412254953085e+48,4.23470487802796e+48,17263
2026-04-18,"AAPL",4.23470487802796e+48,1.18012102611154e+49,4.21803271532712e+48,1.17373873058803e+49,2958
2026-04-19,"AAPL",1.17373873058803e+49,3.23455614646098e+49,1.17343563208811e+49,3.22390567135015e+49,8832
2026-04-20,"AAPL",3.22390567135015e+49,8.66920716101638e+49,3.21684301263283e+49,8.66612917924671e+49,15952
2026-04-21,"AAPL",8.66612917924671e+49,2.37090574324746e+50,8.65867030317303e+49,2.36690033201981e+50,5674
2026-04-22,"AAPL",2.36690033201981e+50,6.48540147902503e+50,2.36521920704577e+50,6.4538054418815e+50,45659
2026-04-23,"AAPL",6.4538054418815e+50,1.76235946755604e+51,6.42489603071475e+50,1.76152519388375e+51,9093
2026-04-24,"AAPL",1.76152519388375e+51,4.85388096667567e+51,1.76119814512976e+51,4.82540058316506e+51,16031
2026-04-25,"AAPL",4.82540058316506e+51,1.3288732780835e+52,4.82179410356159e+51,1.32463148529832e+52,18226
2026-04-26,"AAPL",1.32463148529832e+52,3.63108314675264e+52,1.31791558944728e+52,3.62534840254727e+52,3426
2026-04-27,"AAPL",3.62534840254727e+52,9.95006409799916e+52,3.6252154289284e+52,9.92132912724072e+52,2861
2026-04-28,"AAPL",9.92132912724072e+52,2.68285496329186e+53,9.90076976807055e+52,2.66948108150809e+53,1742
2026-04-29,"AAPL",2.66948108150809e+53,7.10142382991769e+53,2.65786175808268e+53,7.08983238920757e+53,2440
2026-04-30,"AAPL",7.08983238920757e+53,1.94568143068232e+54,7.08721744627593e+53,1.94278785651835e+54,6554
2026-05-01,"AAPL",1.94278785651835e+54,5.32420461934797e+54,1.93712515967253e+54,5.32095134620435e+54,3527
2026-05-02,"AAPL",5.32095134620435e+54,1.44682767019907e+55,5.30643729087377e+54,1.4406311210404e+55,20521
2026-05-03,"AAPL",1.4406311210404e+55,3.9151306296561e+55,1.43886225089732e+55,3.91266640338027e+55,5586
2026-05-04,"AAPL",3.91266640338027e+55,1.05707682820571e+56,3.91110607139589e+55,1.05630239676767e+56,18415
2026-05-05,"AAPL",1.05630239676767e+56,2.88610563050508e+56,1.05620382249769e+56,2.88528852869368e+56,6242
2026-05-06,"AAPL",2.88528852869368e+56,7.78151699851995e+56,2.87962864768812e+56,7.75607649611787e+56,13065
2026-05-07,"AAPL",7.75607649611787e+56,2.10327875705535e+57,7.73886285810929e+56,2.0994112479625e+57,6912
2026-05-08,"AAPL",2.0994112479625e+57,5.71574506180858e+57,2.09716765723599e+57,5.70798828948097e+57,17560
2026-05-09,"AAPL",5.70798828948097e+57,1.56188043476555e+58,5.68858020405373e+57,1.5614918578704e+58,16833
2026-05-10,"AAPL",1.5614918578704e+58,4.26477960324081e+58,1.55932110246686e+58,4.25846503184048e+58,6316
2026-05-11,"AAPL",4.25846503184048e+58,1.16667841324454e+59,4.25296897121217e+58,1.16657059442883e+59,15715
2026-05-12,"AAPL",1.16657059442883e+59,3.2471289958894e+59,1.16189373685124e+59,3.23243467390075e+59,8185
2026-05-13,"AAPL",3.23243467390075e+59,8.75522056097852e+59,3.21849889504881e+59,8.73437292977472e+59,8625
2026-05-14,"AAPL",8.73437292977472e+59,2.3711813652275e+60,8.71543995180253e+59,2.36745670138746e+60,7538
2026-05-15,"AAPL",2.36745670138746e+60,6.40065113574064e+60,2.36123205680478e+60,6.38522823885471e+60,4704
2026-05-16,"AAPL",6.38522823885471e+60,1.72293747120777e+61,6.3638553183172e+60,1.72099033167415e+61,6676
2026-05-17,"AAPL",1.72099033167415e+61,4.85214063337186e+61,1.70940827460082e+61,4.83993517387511e+61,25928
2026-05-18,"AAPL",4.83993517387511e+61,1.31624932836907e+62,4.83659595817662e+61,1.31420683979615e+62,14086
2026-05-19,"AAPL",1.31420683979615e+62,3.51805310803722e+62,1.31319161388478e+62,3.5121890907983e+62,14774
2026-05-20,"AAPL",3.5121890907983e+62,9.51367323476157e+62,3.4976416539816e+62,9.51031090992096e+62,3293
2026-05-21,"AAPL",9.51031090992096e+62,2.60160931841947e+63,9.4773730701791e+62,2.59939333113903e+63,2790
2026-05-22,"AAPL",2.59939333113903e+63,7.06638209854843e+63,2.58780613138935e+63,7.05885084678271e+63,38230
2026-05-23,"AAPL",7.05885084678271e+63,1.95810610109073e+64,7.03672159232587e+63,1.95125625770847e+64,5099
2026-05-24,"AAPL",1.95125625770847e+64,5.30455445965906e+64,1.94297269438081e+64,5.29601279322121e+64,21213
2026-05-25,"AAPL",5.29601279322121e+64,1.4706388180875e+65,5.28107637669751e+64,1.46563982371385e+65,12891
2026-05-26,"AAPL",1.46563982371385e+65,4.03091636978373e+65,1.46179370710826e+65,4.02750271076013e+65,11594
2026-05-27,"AAPL",4.02750271076013e+65,1.10177149430789e+66,4.01497257865678e+65,1.10046433878754e+66,8011
2026-05-28,"AAPL",1.10046433878754e+66,3.00001397111865e+66,1.09836183929633e+66,2.99707939143711e+66,8468
2026-05-29,"AAPL",2.99707939143711e+66,8.18876048261364e+66,2.98593371057209e+66,8.18351086422201e+66,3312
2026-05-30,"AAPL",8.18351086422201e+66,2.25614171555203e+67,8.17724324427828e+66,2.25158540507118e+67,13705
2026-05-31,"AAPL",2.25158540507118e+67,6.17622567471659e+67,2.24417444919636e+67,6.1523365103379e+67,2830
2026-06-01,"AAPL",6.1523365103379e+67,1.66357874728533e+68,6.12968483583816e+67,1.65631604714225e+68,10920
2026-06-02,"AAPL",1.65631604714225e+68,4.50149208279009e+68,1.6522343116648e+68,4.47533147480522e+68,16155
2026-06-03,"AAPL",4.47533147480522e+68,1.21556685998066e+69,4.46062708006194e+68,1.21428299634238e+69,9846
2026-06-04,"AAPL",1.21428299634238e+69,3.32990263561871e+69,1.21221388211008e+69,3.32118590195932e+69,4433
2026-06-05,"AAPL",3.32118590195932e+69,9.07005705920384e+69,3.3202127718195e+69,9.01008933813082e+69,4870
2026-06-06,"AAPL",9.01008933813082e+69,2.45195316072898e+70,8.99109383771309e+69,2.44366765835536e+70,23051
2026-06-07,"AAPL",2.44366765835536e+70,6.60703707756513e+70,2.44078735931329e+70,6.5894059069886e+70,17344
2026-06-08,"AAPL",6.5894059069886e+70,1.78912726263262e+71,6.56776203515809e+70,1.78855139301497e+71,6239
2026-06-09,"AAPL",1.78855139301497e+71,4.76107690033374e+71,1.78555803399603e+71,4.75882592073751e+71,9766
2026-06-10,"AAPL",4.75882592073751e+71,1.29910637048273e+72,4.75730528446673e+71,1.29801780450588e+72,3250
2026-06-11,"AAPL",1.29801780450588e+72,3.55056285541697e+72,1.29252765957038e+72,3.54045743286415e+72,8382
2026-06-12,"AAPL",3.54045743286415e+72,9.82466666415537e+72,3.53970654685666e+72,9.76545952474512e+72,4542
2026-06-13,"AAPL",9.76545952474512e+72,2.67749525528424e+73,9.7619247307368e+72,2.67168444719331e+73,34775
2026-06-14,"AAPL",2.67168444719331e+73,7.37143460450867e+73,2.66524420511774e+73,7.35914657209933e+73,12377
2026-06-15,"AAPL",7.35914657209933e+73,1.98940893973973e+74,7.35826889769114e+73,1.98004537425255e+74,4223
2026-06-16,"AAPL",1.98004537425255e+74,5.39734823494512e+74,1.97149926686624e+74,5.37222453045666e+74,10515
2026-06-17,"AAPL",5.37222453045666e+74,1.46357592098993e+75,5.3721728732356e+74,1.46157132517166e+75,30060
2026-06-18,"AAPL",1.46157132517166e+75,3.94388492990051e+75,1.45866430440207e+75,3.93689878876364e+75,8357
2026-06-19,"AAPL",3.93689878876364e+75,1.05824910338236e+76,3.92964396826063e+75,1.05684480718527e+76,23052
2026-06-20,"AAPL",1.05684480718527e+76,2.87219021782125e+76,1.05496416140443e+76,2.86525790683849e+76,4585
2026-06-21,"AAPL",2.86525790683849e+76,7.82990057643484e+76,2.86297900046944e+76,7.79394380745985e+76,3781
2026-06-22,"AAPL",7.79394380745985e+76,2.1856943471033e+77,7.77201926041717e+76,2.17666553579703e+77,6655
2026-06-23,"AAPL",2.17666553579703e+77,5.87431122129267e+77,2.17603793271409e+77,5.86602768725587e+77,19113
2026-06-24,"AAPL",5.86602768725587e+77,1.61637386151625e+78,5.80556144766563e+77,1.61464998604203e+78,42429
2026-06-25,"AAPL",1.61464998604203e+78,4.41215812591282e+78,1.60890322223651e+78,4.40440157730634e+78,6980
2026-06-26,"AAPL",4.40440157730634e+78,1.21869568019123e+79,4.39733231883553e+78,1.21280293947531e+79,9402
2026-06-27,"AAPL",1.21280293947531e+79,3.30391705112901e+79,1.20774965145782e+79,3.2937669944917e+79,9477
2026-06-28,"AAPL",3.2937669944917e+79,8.87692487346314e+79,3.2823974368816e+79,8.85949197977121e+79,5712
2026-06-29,"AAPL",8.85949197977121e+79,2.46591711920925e+80,8.84792777748161e+79,2.45978569353073e+80,7820
2026-06-30,"AAPL",2.45978569353073e+80,6.7520854320113e+80,2.45016824720898e+80,6.74247127430273e+80,27916
2026-01-01,"AMZN",135.9681,369.249,135.4348,368.3329,14818
2026-01-02,"AMZN",368.3329,999.6122,367.8619,995.005,21328
2026-01-03,"AMZN",995.005,2756.9532,991.6282,2742.2009,14271
2026-01-04,"AMZN",2742.2009,7343.9338,2736.2084,7322.303,8208
2026-01-05,"AMZN",7322.303,19893.7474,7283.9316,19841.684,3640
2026-01-06,"AMZN",19841.684,54030.2945,19754.9614,53975.1758,6516
2026-01-07,"AMZN",53975.1758,145865.1172,53896.1922,145700.8527,9859
2026-01-08,"AMZN",145700.8527,394935.5545,145448.517,393305.7751,40252
2026-01-09,"AMZN",393305.7751,1077736.0274,392412.8483,1072472.1275,6396
2026-01-10,"AMZN",1072472.1275,2940954.224,1069316.1545,2933326.3304,14168
2026-01-11,"AMZN",2933326.3304,8016697.6802,2926872.1326,7986371.1711,9380
2026-01-12,"AMZN",7986371.1711,21706764.0161,7965787.0819,21699345.7496,3568
2026-01-13,"AMZN",21699345.7496,58577248.0841,21597331.6194,58488752.15,11649
2026-01-14,"AMZN",58488752.15,161133791.4765,58352516.3238,159955903.1337,4682
2026-01-15,"AMZN",159955903.1337,430939253.7708,159870669.9185,430781804.1317,14597
2026-01-16,"AMZN",430781804.1317,1173806377.811,430320634.435,1169549408.3807,14182
2026-01-17,"AMZN",1169549408.3807,3204497531.1958,1166324851.7312,3195113915.2013,8996
2026-01-18,"AMZN",3195113915.2013,8634871237.0187,3188870982.5345,8595261951.1963,8106
2026-01-19,"AMZN",8595261951.1963,23492640134.3151,8583782803.159,23421531645.539,9887
2026-01-20,"AMZN",23421531645.539,63535756050.5189,23391843326.0508,63513987043.3471,17401
2026-01-21,"AMZN",63513987043.3471,174440975175.969,63510915800.0144,174203677366.255,35953
2026-01-22,"AMZN",174203677366.255,482359195968.816,174193556031.671,480854412295.356,4327
2026-01-23,"AMZN",480854412295.356,1291960883020.39,480487639931.677,1289713286903.61,4641
2026-01-24,"AMZN",1289713286903.61,3532727731386.9,1283209017443.24,3531243724194.07,30964
2026-01-25,"AMZN",3531243724194.07,9627728876074.03,3529271447951.65,9602255829787.54,8522
2026-01-26,"AMZN",9602255829787.54,26171749166488.7,9583391239137.29,26118271904819.8,5854
2026-01-27,"AMZN",26118271904819.8,71854348918088.9,26004959180491,71785241220673.2,12888
2026-01-28,"AMZN",71785241220673.2,196855478237288,71779168581326.9,196166224641610,36223
2026-01-29,"AMZN",196166224641610,533805350581260,195059274283115,532929031317039,6264
2026-01-30,"AMZN",532929031317039,1449004613002217,532316478465186,1444405998750233,11381
2026-01-31,"AMZN",1444405998750233,3918908826820024,1443206198311812,3914212125185270,12979
2026-02-01,"AMZN",3914212125185270,10673746413076028,3900485290632956,10630966859187432,7387
2026-02-02,"AMZN",10630966859187432,28776332846929784,10581179700680074,28679504899662416,20834
2026-02-03,"AMZN",28679504899662416,78977752504030432,28560461823466044,78910449893790960,9060
2026-02-04,"AMZN",78910449893790960,217136500608681184,78539181013281248,215659739846210368,3896
2026-02-05,"AMZN",215659739846210368,590690047547943168,215583209600665664,590173198925495296,13822
2026-02-06,"AMZN",590173198925495296,1609597902445541632,588377632901359616,1607021439205156352,15141
2026-02-07,"AMZN",1607021439205156352,4378557625191541760,1606964030240462336,4377428890506893824,11089
2026-02-08,"AMZN",4377428890506893824,11990529431352866816,4364412090754025984,11914467822588841984,12244
2026-02-09,"AMZN",11914467822588841984,32828364476546330624,11822634559757385728,32786967937567145984,17200
2026-02-10,"AMZN",32786967937567145984,89147042299540766720,32664736246476345344,8.8779364198184e+19,9740
2026-02-11,"AMZN",8.8779364198184e+19,2.39959305652807e+20,88485488091580170240,2.38735752647608e+20,7252
2026-02-12,"AMZN",2.38735752647608e+20,6.55804661064544e+20,2.38420336830421e+20,6.52950181330248e+20,2052
2026-02-13,"AMZN",6.52950181330248e+20,1.79810636010962e+21,6.51368654612669e+20,1.78949841117254e+21,12357
2026-02-14,"AMZN",1.78949841117254e+21,4.80319754864475e+21,1.78528603619952e+21,4.80053442962134e+21,5211
2026-02-15,"AMZN",4.80053442962134e+21,1.31788165438521e+22,4.7869835664174e+21,1.31623221336997e+22,9363
2026-02-16,"AMZN",1.31623221336997e+22,3.57588714508378e+22,1.31498221454199e+22,3.56319692870233e+22,5461
2026-02-17,"AMZN",3.56319692870233e+22,9.70750305406553e+22,3.54672340876548e+22,9.66754070278733e+22,3035
2026-02-18,"AMZN",9.66754070278733e+22,2.65319829862811e+23,9.63831560680244e+22,2.64391890218067e+23,1565
2026-02-19,"AMZN",2.64391890218067e+23,7.21616361877825e+23,2.63967718516682e+23,7.18455421254702e+23,8565
2026-02-20,"AMZN",7.18455421254702e+23,1.99378691112419e+24,7.17451266958655e+23,1.98345343956449e+24,19098
2026-02-21,"AMZN",1.98345343956449e+24,5.45503800252645e+24,1.9744764542898e+24,5.4479163742155e+24,8006
2026-02-22,"AMZN",5.4479163742155e+24,1.4616311043649e+25,5.44553886816559e+24,1.45984422507755e+25,16012
2026-02-23,"AMZN",1.45984422507755e+25,4.0021271789798e+25,1.45819667208844e+25,3.97941965928923e+25,29498
2026-02-24,"AMZN",3.97941965928923e+25,1.08475513294773e+26,3.96669711627338e+25,1.08386834210539e+26,4644
2026-02-25,"AMZN",1.08386834210539e+26,2.93003047416644e+26,1.08073457157954e+26,2.92915069598701e+26,7227
2026-02-26,"AMZN",2.92915069598701e+26,8.18686240517804e+26,2.91832011621419e+26,8.13089291577756e+26,5410
2026-02-27,"AMZN",8.13089291577756e+26,2.15862626581292e+27,8.12705954134858e+26,2.15713573279363e+27,8071
2026-02-28,"AMZN",2.15713573279363e+27,5.82316984517714e+27,2.15432961922503e+27,5.81138972051329e+27,4577
2026-03-01,"AMZN",5.81138972051329e+27,1.59634837789559e+28,5.80012624316522e+27,1.59347996415963e+28,4061
2026-03-02,"AMZN",1.59347996415963e+28,4.29023248400581e+28,1.5887100307753e+28,4.28165154388104e+28,6367
2026-03-03,"AMZN",4.28165154388104e+28,1.15298735841196e+29,4.26122374298359e+28,1.14908864285079e+29,17626
2026-03-04,"AMZN",1.14908864285079e+29,3.09474406891756e+29,1.14411502965628e+29,3.09439600314062e+29,4893
2026-03-05,"AMZN",3.09439600314062e+29,8.42718854752073e+29,3.0903888932357e+29,8.37698702312779e+29,5656
2026-03-06,"AMZN",8.37698702312779e+29,2.26294943266139e+30,8.36276967618368e+29,2.2601209351202e+30,6041
2026-03-07,"AMZN",2.2601209351202e+30,6.18270773471906e+30,2.25715625863544e+30,6.16801125956815e+30,3255
2026-03-08,"AMZN",6.16801125956815e+30,1.65604350066905e+31,6.16599713632172e+30,1.6493847712231e+31,4819
2026-03-09,"AMZN",1.6493847712231e+31,4.58924479293523e+31,1.64891526295039e+31,4.57566808719963e+31,4372
2026-03-10,"AMZN",4.57566808719963e+31,1.24934363592553e+32,4.56540319515693e+31,1.24873456892172e+32,3290
2026-03-11,"AMZN",1.24873456892172e+32,3.40189328605753e+32,1.2474417186014e+32,3.39586071547164e+32,8916
2026-03-12,"AMZN",3.39586071547164e+32,9.13985849658402e+32,3.39398463273927e+32,9.1169267490281e+32,6591
2026-03-13,"AMZN",9.1169267490281e+32,2.50094589982679e+33,9.05227901936294e+32,2.49664222948069e+33,5871
2026-03-14,"AMZN",2.49664222948069e+33,6.81298061087819e+33,2.49436709754966e+33,6.78882389794244e+33,22694
